SID;NAME;ISO;YEAR;BASIN;SUB BASIN;NATURE;ISO_TIME;COORDS;TOTAL_HRS;DAY_HRS;NIGHT_HRS;USA_SSHS;WIND_CALC_MEAN;PRES_CALC_MEAN;STORM_SPD_MEAN;STORM_DR_MEAN;V_LAND_KN;34KN_POP;34KN_ASSETS;64KN_POP;64KN_ASSETS;96KN_POP;96KN_ASSETS;CPI;TOTAL_DAMAGE_(000$);TOTAL_DEATHS;Air transport, freight (million ton-km);Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP growth (annual %);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Mobile cellular subscriptions (per 100 people);Population density (people per sq. km of land area);Adjusted savings: education expenditure (% of GNI);Rural population (% of total population);Income_level_Final;TOTAL_AFFECTED;Population, total;Population_2000;Population_2005;Population_2010;Population_2015;
2007314N10093;SIDR;BGD;2007;NI;BB;TS;['2007-11-15 15:00:00', '2007-11-15 18:00:00', '2007-11-15 21:00:00', '2007-11-16 00:00:00'];[[21.65, 89.63], [22.54, 90.37], [23.48, 90.85], [23.77, 91.0]];9;0;9;0;88.75;957.375;16.75;30.5;132.1;108394521;3.93282E+11;59815053;2.16863E+11;13438628;50456993355;81.10165893;2300000;4234;89.026;0.054787462;4020.9;112.01;7.058599357;687.3230856;66080001.6;68.648;24.0921838;1095.954337;1.79;71.763;Low_Middle;8978541;142660376;127657854;139035505;147575430;156256276;
2007317S11150;GUBA;PNG;2007;SP;EA;TS;['2007-11-13 00:00:00', '2007-11-13 03:00:00', '2007-11-13 06:00:00', '2007-11-13 09:00:00', '2007-11-13 12:00:00', '2007-11-13 15:00:00', '2007-11-13 18:00:00', '2007-11-13 21:00:00', '2007-11-14 00:00:00', '2007-11-14 03:00:00', '2007-11-14 06:00:00', '2007-11-14 09:00:00', '2007-11-14 12:00:00', '2007-11-14 15:00:00', '2007-11-14 18:00:00', '2007-11-14 21:00:00', '2007-11-15 00:00:00', '2007-11-15 03:00:00', '2007-11-15 06:00:00', '2007-11-15 09:00:00', '2007-11-15 12:00:00', '2007-11-15 15:00:00', '2007-11-15 18:00:00', '2007-11-15 21:00:00', '2007-11-16 00:00:00', '2007-11-16 03:00:00', '2007-11-16 06:00:00', '2007-11-16 09:00:00', '2007-11-16 12:00:00', '2007-11-16 15:00:00', '2007-11-16 18:00:00', '2007-11-16 21:00:00', '2007-11-17 00:00:00', '2007-11-17 03:00:00', '2007-11-17 06:00:00', '2007-11-17 09:00:00'];[[-11.0, 149.6], [-11.16, 149.32], [-11.3, 149.0], [-11.39, 148.62], [-11.4, 148.2], [-11.34, 147.78], [-11.2, 147.4], [-10.99, 147.1], [-10.86, 146.91], [-10.8, 146.79], [-10.73, 146.68], [-10.59, 146.53], [-10.49, 146.34], [-10.53, 146.07], [-10.6, 145.87], [-10.57, 145.8], [-10.55, 145.85], [-10.59, 145.97], [-10.64, 146.15], [-10.62, 146.31], [-10.62, 146.44], [-10.75, 146.49], [-10.91, 146.53], [-11.06, 146.62], [-11.19, 146.71], [-11.29, 146.77], [-11.38, 146.84], [-11.46, 146.96], [-11.52, 147.09], [-11.51, 147.19], [-11.46, 147.27], [-11.34, 147.34], [-11.28, 147.41], [-11.4, 147.5], [-11.6, 147.53], [-11.75, 147.49]];9;1;8;0;46.38888889;988.1527778;3.805555556;183.5555556;43.5;341147;1420046855;0;0;0;0;81.10165893;;172;23.069;0.036718732;3886.8;109.41;7.815189349;1784.852979;8329999.983;61.141;4.406247824;15.03447865;6.9;86.927;Low_Middle;162140;6808514;5847586;6494903;7310507;8107775;
2007323N09128;HAGIBIS;PHL;2007;WP;WP;TS;['2007-11-18 21:00:00', '2007-11-19 00:00:00', '2007-11-19 03:00:00', '2007-11-19 06:00:00', '2007-11-19 09:00:00', '2007-11-19 12:00:00', '2007-11-19 15:00:00', '2007-11-19 18:00:00', '2007-11-19 21:00:00', '2007-11-20 06:00:00', '2007-11-20 09:00:00', '2007-11-20 12:00:00', '2007-11-20 15:00:00', '2007-11-20 18:00:00', '2007-11-27 00:00:00', '2007-11-27 03:00:00', '2007-11-27 06:00:00', '2007-11-27 09:00:00', '2007-11-27 12:00:00', '2007-11-27 15:00:00', '2007-11-27 18:00:00', '2007-11-27 21:00:00', '2007-11-18 12:00:00', '2007-11-18 15:00:00', '2007-11-18 18:00:00', '2007-11-20 00:00:00', '2007-11-20 03:00:00', '2007-11-20 21:00:00', '2007-11-21 00:00:00', '2007-11-26 18:00:00', '2007-11-26 21:00:00'];[[9.5, 126.69], [9.79, 126.12], [10.08, 125.47], [10.3, 124.77], [10.38, 124.03], [10.33, 123.3], [10.22, 122.64], [10.03, 122.0], [9.78, 121.3], [9.47, 119.3], [9.53, 118.81], [9.61, 118.39], [9.59, 117.77], [9.57, 117.11], [11.97, 119.33], [12.23, 120.09], [12.55, 120.94], [12.87, 121.96], [13.28, 122.97], [13.77, 123.75], [14.2, 124.41], [14.43, 125.12], [8.6, 128.1], [8.95, 127.71], [9.2, 127.2], [9.57, 120.6], [9.47, 119.92], [9.59, 116.49], [9.62, 115.92], [11.65, 117.92], [11.78, 118.59]];0;0;0;-1;31.46774194;999.1236559;13.77419355;209.9354839;54.5;9076696;78740324261;0;0;0;0;81.10165893;1000;20;285.577;0.059168631;3319.8;109.32;6.616662284;1968.812423;23850000.37;69.37;64.1401553;299.8473421;1.88;54.46;Low_Middle;35333;89405482;77991755;86326250;93966780;102113212;
2007324N10140;MITAG;PHL;2007;WP;WP;TS;['2007-11-25 12:00:00', '2007-11-25 15:00:00', '2007-11-25 18:00:00', '2007-11-25 21:00:00', '2007-11-26 00:00:00', '2007-11-26 03:00:00', '2007-11-26 06:00:00', '2007-11-26 09:00:00', '2007-11-24 00:00:00', '2007-11-24 03:00:00', '2007-11-24 06:00:00', '2007-11-24 09:00:00', '2007-11-24 12:00:00', '2007-11-24 15:00:00', '2007-11-24 18:00:00', '2007-11-24 21:00:00', '2007-11-25 00:00:00', '2007-11-25 06:00:00', '2007-11-25 09:00:00', '2007-11-26 12:00:00', '2007-11-26 15:00:00', '2007-11-26 18:00:00', '2007-11-26 21:00:00', '2007-11-27 00:00:00'];[[16.8, 123.22], [17.15, 122.6], [17.52, 121.95], [17.92, 121.47], [18.32, 121.12], [18.7, 120.87], [19.05, 120.72], [19.41, 120.61], [14.32, 126.2], [14.46, 126.08], [14.6, 125.92], [14.71, 125.71], [14.82, 125.47], [14.95, 125.25], [15.1, 125.03], [15.26, 124.8], [15.47, 124.55], [16.18, 123.92], [16.49, 123.62], [19.73, 120.6], [19.99, 120.7], [20.18, 120.9], [20.27, 121.12], [20.3, 121.5]];12;0;12;1;68.67708333;969.6875;7.375;259.4583333;93;10790047;74048909229;4479893;25984115019;0;0;81.10165893;5000;29;285.577;0.059168631;3319.8;109.32;6.616662284;1968.812423;23850000.37;69.37;64.1401553;299.8473421;1.88;54.46;Low_Middle;443115;89405482;77991755;86326250;93966780;102113212;
2007337S12186;DAMAN;FJI;2007;SP;SP;TS;['2007-12-07 09:00:00', '2007-12-07 12:00:00', '2007-12-07 15:00:00', '2007-12-07 18:00:00', '2007-12-06 21:00:00', '2007-12-07 00:00:00', '2007-12-07 03:00:00', '2007-12-07 06:00:00', '2007-12-07 21:00:00', '2007-12-08 00:00:00', '2007-12-08 03:00:00'];[[-15.53, 179.14], [-15.6, 179.7], [-15.73, 180.19], [-15.9, 180.63], [-15.51, 177.36], [-15.5, 177.83], [-15.49, 178.2], [-15.5, 178.6], [-16.08, 181.07], [-16.3, 181.43], [-16.56, 181.71]];18;0;18;3;93.24242424;942;8.727272727;105.7272727;140.3;;;;;;;81.10165893;652;;101.54;0.202107177;2652.4;95.2;-0.85065431;3661.408756;6919999.837;66.413;63.38846434;45.76847291;5.324285714;49.343;High_Middle;69;836190;811006;821604;859818;868627;
2007345N18298;OLGA;HTI;2007;NAm;CS;TS;['2007-12-12 06:00:00', '2007-12-12 09:00:00', '2007-12-12 12:00:00', '2007-12-12 15:00:00'];[[19.1, -71.9], [19.11, -72.85], [19.1, -73.8], [19.06, -74.78]];9;7;2;0;36;1006.75;18;269;43.5;2307412;4979211853;0;0;0;0;81.10165893;;3;;0.110580698;959.8;110.5;3.343278665;692.553621;17850000.14;59.408;26.32873767;344.5329463;1.461652;55.426;Low;2352;9495328;8463806;9195288;9949322;10695542;
2007345N18298;OLGA;DOM;2007;NAm;CS;TS;['2007-12-11 15:00:00', '2007-12-11 18:00:00', '2007-12-11 21:00:00', '2007-12-12 00:00:00', '2007-12-12 03:00:00'];[[18.35, -67.86], [18.5, -68.4], [18.76, -69.13], [19.0, -70.0], [19.09, -70.93]];12;0;12;0;48.4;1003.2;14.8;282.6;48.1;3065761;59219554523;0;0;0;0;81.10165893;45000;33;;0.08780514;4368.1;112.15;7.415951712;5109.483987;3730000.026;71.304;59.03138509;193.3111364;1.776095981;29.98;High_Middle;61605;9338861;8471321;9097257;9695121;10281680;
2008023S10050;FAME;MDG;2008;SI;SI;TS;['2008-01-27 06:00:00', '2008-01-27 09:00:00', '2008-01-27 12:00:00', '2008-01-27 15:00:00', '2008-01-27 18:00:00', '2008-01-27 21:00:00', '2008-01-28 00:00:00', '2008-01-28 03:00:00', '2008-01-28 06:00:00', '2008-01-28 09:00:00', '2008-01-28 12:00:00', '2008-01-28 15:00:00', '2008-01-28 18:00:00', '2008-01-28 21:00:00', '2008-01-23 06:00:00', '2008-01-23 09:00:00', '2008-01-23 12:00:00', '2008-01-23 15:00:00', '2008-01-23 18:00:00', '2008-01-23 21:00:00', '2008-01-27 00:00:00', '2008-01-27 03:00:00', '2008-01-29 00:00:00', '2008-01-29 03:00:00'];[[-15.7, 44.35], [-16.02, 44.44], [-16.35, 44.55], [-16.66, 44.57], [-16.95, 44.65], [-17.2, 44.9], [-17.45, 45.3], [-17.74, 45.89], [-18.1, 46.45], [-18.64, 46.62], [-19.1, 46.9], [-19.24, 47.8], [-19.25, 48.8], [-19.3, 49.42], [-10.7, 49.1], [-11.05, 48.74], [-11.48, 48.46], [-11.84, 48.04], [-12.19, 47.53], [-12.55, 46.96], [-15.1, 44.35], [-15.38, 44.33], [-19.4, 49.95], [-19.59, 50.59]];21;0;21;-1;40.3125;990.7916667;10.25;152.25;91.3;6096261;1824230399;188910;100084179;0;0;84.21522909;;12;12.188;0.160028221;2811.3;110.87;6.712632542;516.709609;37899999.38;62.509;24.18045922;34.38537848;2.64;69.33;Low;8613;19996473;15766806;18336724;21151640;24234088;
2008026S12179;GENE;FJI;2008;SP;SP;TS;['2008-01-27 15:00:00', '2008-01-27 18:00:00', '2008-01-27 21:00:00', '2008-01-28 00:00:00', '2008-01-28 03:00:00', '2008-01-28 06:00:00', '2008-01-28 09:00:00', '2008-01-28 12:00:00', '2008-01-28 15:00:00', '2008-01-27 09:00:00', '2008-01-27 12:00:00', '2008-01-28 18:00:00', '2008-01-28 21:00:00', '2008-01-29 00:00:00', '2008-01-29 03:00:00'];[[-15.66, 180.47], [-16.0, 180.2], [-16.48, 179.62], [-16.93, 179.0], [-17.2, 178.65], [-17.37, 178.3], [-17.55, 177.71], [-17.67, 177.1], [-17.67, 176.66], [-14.92, 180.88], [-15.33, 180.63], [-17.7, 176.33], [-17.89, 176.06], [-18.13, 175.83], [-18.34, 175.62]];12;0;12;0;37.24444444;992.7555556;9;234.6;59.2;878016;3299039211;0;0;0;0;84.21522909;30000;7;96.057;0.199914593;2266.1;93.32;1.03279422;3659.092104;4690000.028;66.477;70.97559504;46.27044335;5.095714286;48.854;High_Middle;346;845361;811006;821604;859818;868627;
2008037S10055;IVAN;MDG;2008;SI;SI;TS;['2008-02-17 00:00:00', '2008-02-17 03:00:00', '2008-02-17 06:00:00', '2008-02-17 09:00:00', '2008-02-17 12:00:00', '2008-02-17 15:00:00', '2008-02-17 18:00:00', '2008-02-17 21:00:00', '2008-02-18 00:00:00', '2008-02-18 03:00:00', '2008-02-18 06:00:00', '2008-02-18 09:00:00', '2008-02-18 12:00:00', '2008-02-18 15:00:00', '2008-02-18 18:00:00', '2008-02-18 21:00:00', '2008-02-19 00:00:00', '2008-02-19 03:00:00', '2008-02-19 06:00:00', '2008-02-19 09:00:00', '2008-02-19 12:00:00', '2008-02-19 15:00:00', '2008-02-19 18:00:00', '2008-02-19 21:00:00', '2008-02-20 00:00:00', '2008-02-20 03:00:00', '2008-02-20 06:00:00', '2008-02-20 09:00:00', '2008-02-20 12:00:00', '2008-02-20 15:00:00', '2008-02-21 12:00:00', '2008-02-21 15:00:00', '2008-02-21 18:00:00', '2008-02-21 21:00:00', '2008-02-22 00:00:00', '2008-02-22 03:00:00', '2008-02-22 09:00:00', '2008-02-22 12:00:00', '2008-02-16 12:00:00', '2008-02-16 15:00:00', '2008-02-16 18:00:00', '2008-02-16 21:00:00', '2008-02-20 18:00:00', '2008-02-20 21:00:00', '2008-02-21 00:00:00', '2008-02-21 03:00:00', '2008-02-21 06:00:00', '2008-02-21 09:00:00', '2008-02-22 06:00:00', '2008-02-22 15:00:00', '2008-02-22 18:00:00', '2008-02-22 21:00:00', '2008-02-23 00:00:00', '2008-02-23 03:00:00', '2008-02-23 06:00:00'];[[-16.95, 50.5], [-17.06, 50.08], [-17.15, 49.65], [-17.2, 49.27], [-17.25, 48.9], [-17.34, 48.5], [-17.5, 48.05], [-17.73, 47.52], [-18.0, 47.0], [-18.26, 46.59], [-18.55, 46.25], [-18.91, 45.91], [-19.3, 45.6], [-19.68, 45.34], [-20.05, 45.1], [-20.39, 44.85], [-20.7, 44.6], [-21.01, 44.35], [-21.3, 44.1], [-21.6, 43.86], [-21.85, 43.65], [-22.01, 43.49], [-22.15, 43.35], [-22.35, 43.17], [-22.59, 42.99], [-22.79, 42.86], [-22.96, 42.78], [-23.1, 42.77], [-23.2, 42.7], [-23.32, 42.56], [-22.0, 42.3], [-21.76, 42.54], [-21.6, 42.7], [-21.61, 42.64], [-21.7, 42.5], [-21.7, 42.38], [-22.15, 42.34], [-22.6, 42.4], [-16.55, 51.85], [-16.66, 51.49], [-16.75, 51.15], [-16.85, 50.84], [-23.4, 42.4], [-23.43, 42.29], [-23.3, 42.2], [-22.87, 42.06], [-22.4, 42.0], [-22.16, 42.11], [-21.8, 42.3], [-22.98, 42.36], [-23.4, 42.3], [-23.89, 42.3], [-24.4, 42.3], [-24.87, 42.26], [-25.3, 42.2]];6;0;6;-1;42.37272727;985.4363636;6.672727273;207.5272727;111.5;8926253;2648779341;1854349;623975363;450679;111771318;84.21522909;60000;93;12.188;0.160028221;2811.3;110.87;6.712632542;516.709609;37899999.38;62.509;24.18045922;34.38537848;2.64;69.33;Low;524153;19996473;15766806;18336724;21151640;24234088;
2008062S10064;JOKWE;MDG;2008;SI;SI;TS;['2008-03-05 18:00:00', '2008-03-05 21:00:00', '2008-03-06 00:00:00', '2008-03-06 03:00:00', '2008-03-06 06:00:00', '2008-03-06 09:00:00', '2008-03-05 12:00:00', '2008-03-05 15:00:00', '2008-03-06 12:00:00'];[[-12.05, 49.9], [-12.19, 49.46], [-12.45, 49.0], [-12.9, 48.5], [-13.35, 47.95], [-13.58, 47.33], [-11.9, 50.8], [-11.95, 50.33], [-13.75, 46.75]];18;0;18;0;52.22222222;986.3888889;11.11111111;247.4444444;78.8;1750572;441918131;525914;104850865;0;0;84.21522909;;;12.188;0.160028221;2811.3;110.87;6.712632542;516.709609;37899999.38;62.509;24.18045922;34.38537848;2.64;69.33;Low;400;19996473;15766806;18336724;21151640;24234088;
2008062S10064;JOKWE;MOZ;2008;SI;SI;TS;['2008-03-07 21:00:00', '2008-03-08 00:00:00', '2008-03-08 03:00:00', '2008-03-08 06:00:00', '2008-03-08 09:00:00', '2008-03-08 12:00:00', '2008-03-08 15:00:00', '2008-03-08 18:00:00', '2008-03-08 21:00:00', '2008-03-09 00:00:00', '2008-03-09 03:00:00', '2008-03-09 06:00:00', '2008-03-09 09:00:00', '2008-03-07 15:00:00', '2008-03-07 18:00:00', '2008-03-09 12:00:00', '2008-03-09 15:00:00'];[[-14.89, 41.68], [-15.0, 41.35], [-15.18, 41.03], [-15.4, 40.75], [-15.66, 40.48], [-15.9, 40.25], [-16.02, 40.08], [-16.15, 39.95], [-16.37, 39.81], [-16.65, 39.65], [-16.98, 39.41], [-17.35, 39.2], [-17.73, 39.1], [-14.63, 42.48], [-14.8, 42.05], [-18.1, 39.1], [-18.45, 39.16]];18;0;18;1;84.82352941;960;6.823529412;219.0588235;108.8;4631208;1288256492;1757914;458037867;148932;45241951;84.21522909;20000;9;6.743;0.242406874;533.5;100.44;7.289132316;439.6424864;47490000.91;51.292;19.77414323;28.32802971;4.35;69.168;Low;220013;22276596;17711927;20493925;23531574;27042002;
2008104N08128;NEOGURI;CHN;2008;WP;WP;TS;['2008-04-18 09:00:00', '2008-04-18 12:00:00', '2008-04-18 15:00:00', '2008-04-18 18:00:00', '2008-04-18 21:00:00', '2008-04-19 00:00:00', '2008-04-19 03:00:00', '2008-04-19 06:00:00', '2008-04-19 09:00:00', '2008-04-19 12:00:00', '2008-04-19 15:00:00', '2008-04-17 21:00:00', '2008-04-18 00:00:00', '2008-04-18 03:00:00', '2008-04-18 06:00:00'];[[18.84, 111.4], [19.18, 111.4], [19.57, 111.31], [19.98, 111.28], [20.34, 111.37], [20.73, 111.58], [21.17, 111.85], [21.67, 112.2], [22.22, 112.56], [22.81, 112.99], [23.44, 113.52], [17.49, 111.58], [17.85, 111.5], [18.19, 111.44], [18.52, 111.4]];21;0;21;0;60.5;977.5166667;9.6;155.5333333;78.7;67484052;1.61022E+12;241536;6859152642;0;0;84.21522909;49000;25;11386.055;0.081618233;5548.4;113.95;9.654289373;3796.633363;44930000.07;73.835;47.37436885;141.0977078;1.79;53.461;High_Middle;274000;1324655000;1262645000;1303720000;1337705000;1371220000;
2008117N11090;NARGIS;MMR;2008;NI;BB;TS;['2008-05-02 06:00:00', '2008-05-02 09:00:00', '2008-05-02 12:00:00', '2008-05-02 15:00:00', '2008-05-02 18:00:00', '2008-05-02 21:00:00', '2008-05-03 00:00:00', '2008-05-03 03:00:00', '2008-05-03 06:00:00', '2008-05-03 09:00:00', '2008-05-02 00:00:00', '2008-05-02 03:00:00'];[[15.95, 93.55], [15.96, 94.08], [16.0, 94.5], [16.09, 95.09], [16.45, 95.55], [16.54, 95.76], [16.65, 95.95], [17.04, 96.44], [17.43, 96.9], [17.85, 97.31], [15.9, 92.6], [15.92, 93.07]];21;0;21;0;78.66666667;967.4583333;9.416666667;66.83333333;122.9;18578833;52895978691;10513850;28669198001;1360801;4471432687;84.21522909;4000000;138366;2.83;0.214181387;3767.7;126.3;10.25530539;818.6511894;39119999.8;62.678;0.735811404;76.42565092;0.651244149;71.493;Low_Middle;2420000;49929642;46719701;48949924;50600818;52680726;
2008117N11090;NARGIS;THA;2008;NI;BB;TS;['2008-05-03 12:00:00', '2008-05-03 15:00:00', '2008-05-03 18:00:00', '2008-05-03 21:00:00'];[[18.3, 97.6], [18.81, 97.69], [19.4, 97.8], [20.08, 98.09]];9;8;1;-1;33;997.75;12.5;18;58.7;878338;9417156146;0;0;0;0;84.21522909;;;2288.961;0.229216511;3064.5;110.74;1.725667908;4801.876759;10609999.78;73.341;92.9449112;130.2256533;3.64;58.758;High_Middle;1000;66530984;62952642;65416189;67195028;68714511;
2008135N12116;HALONG;PHL;2008;WP;WP;TS;['2008-05-17 03:00:00', '2008-05-17 06:00:00', '2008-05-17 09:00:00', '2008-05-17 12:00:00', '2008-05-17 15:00:00', '2008-05-17 18:00:00', '2008-05-17 21:00:00', '2008-05-18 00:00:00', '2008-05-18 03:00:00', '2008-05-16 18:00:00', '2008-05-16 21:00:00', '2008-05-17 00:00:00', '2008-05-18 06:00:00', '2008-05-18 09:00:00'];[[15.64, 118.92], [15.88, 119.25], [16.09, 119.7], [16.32, 120.17], [16.61, 120.56], [16.9, 120.95], [17.11, 121.35], [17.4, 121.88], [17.96, 122.66], [15.12, 118.28], [15.27, 118.47], [15.43, 118.67], [18.55, 123.47], [18.92, 124.03]];6;1;5;0;51.08928571;983.8928571;10.21428571;55.5;88.6;26290141;2.53467E+11;6764784;71759082322;0;0;84.21522909;99174;64;277.362;0.0599547;3334.3;113.23;4.152756843;2016.814655;19270000.09;69.515;74.93475746;304.866234;1.88;54.545;Low_Middle;1496668;90901965;77991755;86326250;93966780;102113212;
2008150N10274;ALMA;CRI;2008;EP;EP;TS;['2008-05-29 00:00:00', '2008-05-29 03:00:00'];[[10.1, -86.5], [10.4, -86.61]];3;0;3;-1;31;1002.5;6;342;39.7;50124;1822093801;0;0;0;0;84.21522909;;4;10.63;0.044811651;3814.3;106.65;4.649598233;8034.329922;4720000.059;78.491;42.27015824;87.40942029;5;30.61;High_Middle;55000;4463125;3962372;4285502;4577378;4847804;
2008150N10274;ALMA;NIC;2008;EP;EP;TS;['2008-05-29 06:00:00', '2008-05-29 09:00:00', '2008-05-29 12:00:00', '2008-05-29 15:00:00', '2008-05-29 18:00:00', '2008-05-29 20:00:00', '2008-05-29 21:00:00', '2008-05-30 00:00:00'];[[10.7, -86.7], [10.99, -86.76], [11.3, -86.8], [11.62, -86.83], [12.0, -86.9], [12.3, -87.0], [12.44, -87.03], [12.9, -87.1]];18;0;18;0;47.125;997.5;7.75;349.375;55.6;4984496;16809338212;0;0;0;0;84.21522909;;13;;0.299959488;1811;107.82;3.435572996;1530.549832;12309999.97;71.915;54.83968753;47.0951637;3.64;43.475;Low_Middle;25000;5667432;5069302;5438690;5824065;6223240;
2008152N18273;ARTHUR;BLZ;2008;NAm;CS;TS;['2008-05-31 00:00:00', '2008-05-31 03:00:00', '2008-05-31 06:00:00', '2008-05-31 09:00:00', '2008-05-31 12:00:00', '2008-05-31 15:00:00'];[[17.5, -87.5], [17.66, -87.76], [17.8, -88.0], [17.9, -88.2], [18.0, -88.4], [18.11, -88.6]];15;7;8;0;37;1004.5;4.833333333;300;40.5;;;;;;;84.21522909;;7;;0.228144565;2427.2;93.73;3.228855669;4312.686455;789999.9954;71.059;52.15775871;13.45124945;6.014285714;54.738;High_Middle;10000;306823;247315;283800;322464;360933;
2008169N08135;FENGSHEN;PHL;2008;WP;WP;TS;['2008-06-20 00:00:00', '2008-06-20 03:00:00', '2008-06-20 06:00:00', '2008-06-20 09:00:00', '2008-06-20 12:00:00', '2008-06-20 15:00:00', '2008-06-20 18:00:00', '2008-06-20 21:00:00', '2008-06-21 00:00:00', '2008-06-21 03:00:00', '2008-06-21 06:00:00', '2008-06-21 09:00:00', '2008-06-21 12:00:00', '2008-06-21 15:00:00', '2008-06-21 18:00:00', '2008-06-21 21:00:00', '2008-06-22 00:00:00', '2008-06-22 03:00:00', '2008-06-22 06:00:00', '2008-06-22 09:00:00', '2008-06-22 12:00:00', '2008-06-22 15:00:00', '2008-06-19 21:00:00', '2008-06-22 18:00:00', '2008-06-22 21:00:00'];[[11.07, 126.6], [11.3, 125.99], [11.5, 125.38], [11.6, 124.78], [11.65, 124.25], [11.67, 123.85], [11.7, 123.5], [11.78, 123.09], [11.9, 122.72], [12.04, 122.46], [12.25, 122.25], [12.54, 122.03], [12.93, 121.85], [13.42, 121.72], [13.93, 121.58], [14.34, 121.31], [14.72, 121.0], [15.12, 120.74], [15.47, 120.42], [15.79, 119.99], [16.05, 119.47], [16.25, 118.92], [10.89, 127.16], [16.45, 118.4], [16.73, 118.03]];21;12;9;1;73.68;965.47;9.52;303.92;110.2;;;;;;;84.21522909;284694;644;277.362;0.0599547;3334.3;113.23;4.152756843;2016.814655;19270000.09;69.515;74.93475746;304.866234;1.88;54.545;Low_Middle;4785460;90901965;77991755;86326250;93966780;102113212;
2008169N08135;FENGSHEN;CHN;2008;WP;WP;TS;['2008-06-25 00:00:00', '2008-06-25 03:00:00', '2008-06-25 06:00:00', '2008-06-25 09:00:00', '2008-06-25 12:00:00', '2008-06-25 15:00:00', '2008-06-25 18:00:00', '2008-06-25 21:00:00', '2008-06-26 00:00:00', '2008-06-26 03:00:00', '2008-06-26 06:00:00', '2008-06-26 09:00:00', '2008-06-26 12:00:00', '2008-06-26 15:00:00', '2008-06-26 18:00:00', '2008-06-26 21:00:00'];[[22.77, 114.12], [23.01, 113.92], [23.2, 113.78], [23.42, 113.74], [23.69, 113.74], [23.99, 113.72], [24.31, 113.7], [24.68, 113.66], [24.95, 113.7], [25.15, 113.95], [25.35, 114.25], [25.6, 114.43], [25.85, 114.6], [26.01, 114.81], [26.25, 115.05], [26.71, 115.32]];21;12;9;-1;27.48958333;998.4375;6.25;169.75;110.2;;;;;;;84.21522909;175000;14;11386.055;0.081618233;5548.4;113.95;9.654289373;3796.633363;44930000.07;73.835;47.37436885;141.0977078;1.79;53.461;High_Middle;340000;1324655000;1262645000;1303720000;1337705000;1371220000;
2008193N20126;KALMAEGI;TWN;2008;WP;WP;TS;['2008-07-17 09:00:00', '2008-07-17 12:00:00', '2008-07-17 15:00:00', '2008-07-17 18:00:00', '2008-07-17 21:00:00', '2008-07-18 00:00:00', '2008-07-18 03:00:00', '2008-07-18 06:00:00', '2008-07-17 00:00:00', '2008-07-17 03:00:00', '2008-07-17 06:00:00'];[[23.66, 122.32], [24.1, 122.0], [24.42, 121.69], [24.73, 121.47], [24.99, 121.31], [25.27, 121.15], [25.71, 120.85], [26.15, 120.5], [22.45, 122.9], [22.82, 122.72], [23.2, 122.53]];21;0;21;2;61.22727273;974.6590909;8.818181818;329.6363636;94.9;16560131;3.46626E+12;10329577;2.07009E+12;0;0;84.21522909;16000;26;11386.055;0.081618233;5548.4;113.95;9.654289373;3796.633363;44930000.07;73.835;47.37436885;141.0977078;1.79;53.461;High_Middle;8;22809746;;;;;
2008203N18276;DOLLY;USA;2008;NAm;GM;TS;['2008-07-23 09:00:00', '2008-07-23 12:00:00', '2008-07-23 14:00:00', '2008-07-23 15:00:00', '2008-07-23 18:00:00', '2008-07-23 18:20:00', '2008-07-23 20:00:00', '2008-07-23 21:00:00', '2008-07-24 00:00:00', '2008-07-24 03:00:00', '2008-07-24 06:00:00', '2008-07-24 09:00:00', '2008-07-24 12:00:00', '2008-07-24 15:00:00', '2008-07-26 15:00:00', '2008-07-26 18:00:00', '2008-07-26 21:00:00', '2008-07-23 06:00:00'];[[25.67, -96.47], [25.9, -96.7], [26.0, -96.8], [26.11, -96.91], [26.4, -97.2], [26.4, -97.2], [26.4, -97.4], [26.41, -97.51], [26.5, -97.8], [26.57, -98.05], [26.7, -98.3], [26.91, -98.56], [27.2, -98.9], [27.56, -99.39], [31.41, -106.55], [31.9, -106.7], [32.4, -106.58], [25.4, -96.2]];21;0;21;1;59;982.0555556;7.388888889;273.0555556;83;2452454;4.57684E+11;1074523;1.91332E+11;0;0;84.21522909;1200000;;39313.596;0.532113793;6598.3;107.59;-0.136579805;49319.47886;0;78.03902439;86.09952013;33.24368685;4.714283974;19.562;High;900;304093966;282162411;295516599;309321666;320635163;
