Year;Country Code;Country Name;Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Adjusted savings: education expenditure (% of GNI);Income_level_Final
1965;MAC;Macao SAR, China;;;48.44;16452.70203;0;67.055;2.62;High
1966;MAC;Macao SAR, China;;;50.32;16452.70203;0;67.486;2.62;High
1967;MAC;Macao SAR, China;;;49.11;16452.70203;0;67.928;2.62;High
1968;MAC;Macao SAR, China;;;47.75;16452.70203;0;68.388;2.62;High
1969;MAC;Macao SAR, China;;;49.27;16452.70203;70000.0003;68.865;2.62;High
1970;MAC;Macao SAR, China;;;53.36;16452.70203;209999.9934;69.36;2.62;High
1971;MAC;Macao SAR, China;;;53.78;16452.70203;239999.9946;69.869;2.62;High
1972;MAC;Macao SAR, China;;;56.04;16452.70203;89999.99799;70.384;2.62;High
1973;MAC;Macao SAR, China;;;57.72;16452.70203;119999.9973;70.897;2.62;High
1974;MAC;Macao SAR, China;;;58.82;16452.70203;29999.99933;71.4;2.62;High
1975;MAC;Macao SAR, China;;;59.4;16452.70203;19999.99955;71.887;2.62;High
1976;MAC;Macao SAR, China;;;59.69;16452.70203;0;72.352;2.62;High
1977;MAC;Macao SAR, China;;;62.63;16452.70203;0;72.793;2.62;High
1978;MAC;Macao SAR, China;;;65.24;16452.70203;0;73.209;2.62;High
1979;MAC;Macao SAR, China;;;73.19;16452.70203;0;73.602;2.62;High
1980;MAC;Macao SAR, China;;;71.23;16452.70203;4360000.134;73.974;2.62;High
1981;MAC;Macao SAR, China;;;71.54;16452.70203;0;74.33;2.62;High
1982;MAC;Macao SAR, China;;;70.82;16452.70203;660000.0262;74.677;2.62;High
1983;MAC;Macao SAR, China;;;67.4;17423.92541;479999.9893;75.02;2.62;High
1984;MAC;Macao SAR, China;;;65.14;18134.42372;379999.9952;75.362;2.62;High
1985;MAC;Macao SAR, China;;;66.04;17520.53729;320000.0115;75.702;2.62;High
1986;MAC;Macao SAR, China;;;71.25;17929.06209;289999.9898;76.036;2.62;High
1987;MAC;Macao SAR, China;;;70.62;19654.77495;29999.99933;76.363;2.62;High
1988;MAC;Macao SAR, China;;;67.41;20358.08983;180000.0053;76.68;2.62;High
1989;MAC;Macao SAR, China;;;68.44;20609.44152;159999.9945;76.99;2.62;High
1990;MAC;Macao SAR, China;;;67.98;21540.38262;119999.9973;77.296;2.62;High
1991;MAC;Macao SAR, China;;;69.18;21708.59736;0;77.607;2.62;High
1992;MAC;Macao SAR, China;;;70.27;24006.01415;9999.999776;77.926;2.62;High
1993;MAC;Macao SAR, China;;;71.71;24713.10996;29999.99933;78.253;2.62;High
1994;MAC;Macao SAR, China;;;69.34;25245.76844;19999.99955;78.588;2.62;High
1995;MAC;Macao SAR, China;;;70;25556.16741;-4149999.792;78.925;2.62;High
1996;MAC;Macao SAR, China;;;68.66;24940.51556;29999.99933;79.256;2.62;High
1997;MAC;Macao SAR, China;;;69.04;24376.36004;50000.00075;79.573;2.62;High
1998;MAC;Macao SAR, China;;;80.43;22792.91416;0;79.872;2.62;High
1999;MAC;Macao SAR, China;;;93.49;21788.84738;19999.99955;80.15;2.62;High
2000;MAC;Macao SAR, China;;;103.62;22534.83356;9999.999776;80.407;2.62;High
2001;MAC;Macao SAR, China;;;110.51;22648.10932;39999.99911;80.645;2.62;High
2002;MAC;Macao SAR, China;;;113.34;24076.1584;0;80.87;2.62;High
2003;MAC;Macao SAR, China;;;100.76;26219.04611;19999.99955;81.089;2.62;High
2004;MAC;Macao SAR, China;;;89.05;32428.46452;0;81.304;2.17;High
2005;MAC;Macao SAR, China;;;99.74;34224.80323;0;81.523;2.27;High
2006;MAC;Macao SAR, China;;;111.21;37922.27499;0;81.748;2.37;High
2007;MAC;Macao SAR, China;;;143.31;42479.63171;0;81.981;2.47;High
2008;MAC;Macao SAR, China;;;80.15;43006.83052;0;82.22;2.57;High
2009;MAC;Macao SAR, China;;;93.6;42651.18513;0;82.462;2.67;High
2010;MAC;Macao SAR, China;;;95.2;52253.15531;0;82.704;2.2;High
2011;MAC;Macao SAR, China;;;81.71;62122.01813;0;82.938;1.92;High
2012;MAC;Macao SAR, China;;;86.02;66271.46907;0;83.158;1.96;High
2013;MAC;Macao SAR, China;;;87.85;71992.15165;0;83.361;2.08;High
2014;MAC;Macao SAR, China;;;89.61;69580.56247;0;83.543;2.082443251;High
2015;MAC;Macao SAR, China;;;89.41;53478.79009;0;83.707;2.944715263;High
2016;MAC;Macao SAR, China;;;90.05;52163.18805;0;83.854;3.094780089;High
2017;MAC;Macao SAR, China;;;89.29970663;56423.28506;0;83.989;3.094780089;High
2018;MAC;Macao SAR, China;;;89.67302555;58641.62766;0;83.76917217;2.889073318;High
2019;MAC;Macao SAR, China;;;89.86846989;55033.19086;0;83.88106657;3.051098693;High
1949;MDG;Madagascar;0.368522052;1784.8;46.02;818.8237592;0;39.962;2.8;Low_Middle
1950;MDG;Madagascar;0.368522052;1784.8;46.02;818.8237592;0;39.962;2.8;Low_Middle
1951;MDG;Madagascar;0.368522052;1784.8;46.02;818.8237592;0;39.962;2.8;Low_Middle
1952;MDG;Madagascar;0.368522052;1784.8;46.02;818.8237592;0;39.962;2.8;Low_Middle
1953;MDG;Madagascar;0.368522052;1784.8;46.02;818.8237592;0;39.962;2.8;Low_Middle
1954;MDG;Madagascar;0.368522052;1784.8;46.02;818.8237592;0;39.962;2.8;Low_Middle
1955;MDG;Madagascar;0.368522052;1784.8;46.02;818.8237592;0;39.962;2.8;Low_Middle
1956;MDG;Madagascar;0.368522052;1784.8;46.02;818.8237592;0;39.962;2.8;Low_Middle
1957;MDG;Madagascar;0.368522052;1784.8;46.02;818.8237592;0;39.962;2.8;Low_Middle
1958;MDG;Madagascar;0.368522052;1784.8;46.02;818.8237592;0;39.962;2.8;Low_Middle
1959;MDG;Madagascar;0.368522052;1784.8;46.02;818.8237592;0;39.962;2.8;Low_Middle
1960;MDG;Madagascar;0.368522052;1784.8;46.02;818.8237592;0;39.962;2.8;Low_Middle
1961;MDG;Madagascar;0.368522052;1784.8;46.02;815.7313505;0;40.444;2.8;Low_Middle
1962;MDG;Madagascar;0.362447251;1761.6;47.2;814.1609821;0;40.924;2.8;Low_Middle
1963;MDG;Madagascar;0.356340927;1758.2;48.72;786.9206372;0;41.401;2.8;Low_Middle
1964;MDG;Madagascar;0.350212012;1806.4;50.77;797.9094257;0;41.876;2.8;Low_Middle
1965;MDG;Madagascar;0.344067428;1744.9;49.69;774.4676217;0;42.351;2.8;Low_Middle
1966;MDG;Madagascar;0.337918036;1585.5;53.1;770.5068927;0;42.828;2.8;Low_Middle
1967;MDG;Madagascar;0.331767741;1652.7;55.34;792.3631888;0;43.31;2.8;Low_Middle
1968;MDG;Madagascar;0.325609335;1686.2;56.39;824.6208063;1620000.005;43.796;2.8;Low_Middle
1969;MDG;Madagascar;0.320216385;1770.3;58.68;832.9343919;2029999.954;44.283;2.8;Low_Middle
1970;MDG;Madagascar;0.313245812;1857.8;59.86;853.6314612;2929999.903;44.771;2.8;Low_Middle
1971;MDG;Madagascar;0.306310439;1792.4;59.31;863.3404435;3629999.877;45.257;2.9;Low_Middle
1972;MDG;Madagascar;0.300865745;1797.6;60.93;829.1912235;2739999.95;45.735;3;Low_Middle
1973;MDG;Madagascar;0.294009473;1741.8;61.28;785.3203011;2980000.027;46.203;2.6;Low_Middle
1974;MDG;Madagascar;0.289145605;1809.5;68.72;778.9262499;3049999.974;46.656;2.3;Low_Middle
1975;MDG;Madagascar;0.303863433;1759;67.51;766.7841466;3159999.937;47.094;2.4;Low_Middle
1976;MDG;Madagascar;0.294463886;1847.4;68.81;722.4638863;4360000;47.517;3.1;Low_Middle
1977;MDG;Madagascar;0.3054451;1695.8;63.21;718.7648677;4789999.932;47.926;3.6;Low_Middle
1978;MDG;Madagascar;0.303758661;1621.2;69.73;679.9063411;3980000.049;48.317;4.1;Low_Middle
1979;MDG;Madagascar;0.297532183;1687.5;65.78;725.7921796;6280000.15;48.683;3.6;Low_Middle
1980;MDG;Madagascar;0.291399593;1681.8;69.27;710.9179764;9769999.891;49.005;3.7;Low_Middle
1981;MDG;Madagascar;0.285352977;1621.7;69.34;623.7352529;12539999.96;49.26;3.4;Low
1982;MDG;Madagascar;0.278315367;1593.7;70.13;595.015546;8750000.074;49.442;2.9;Low
1983;MDG;Madagascar;0.273560935;1729.7;73.83;583.3177798;7280000.001;49.56;2.6;Low
1984;MDG;Madagascar;0.267869777;1742.6;76.23;576.4847716;9720000.058;49.634;2.9;Low
1985;MDG;Madagascar;0.263327999;1749.3;76.47;566.7711039;10770000.04;49.694;2.7;Low
1986;MDG;Madagascar;0.257918185;1782.2;78.02;561.7631606;15120000.03;49.781;2;Low
1987;MDG;Madagascar;0.251696273;1884.6;77.54;552.6001542;21939999.97;49.932;1.8;Low
1988;MDG;Madagascar;0.246521423;1823.3;78.75;555.5137369;16169999.9;50.176;1.8;Low
1989;MDG;Madagascar;0.240490039;1955.7;80.93;561.9457178;19579999.98;50.53;1.6;Low
1990;MDG;Madagascar;0.234510394;1945.3;81.42;563.0473247;24019999.8;51.003;2;Low
1991;MDG;Madagascar;0.230263893;1927.5;82.77;512.3187528;31090000.46;51.595;2.1309807;Low
1992;MDG;Madagascar;0.225991713;1934.2;84.11;503.2872219;34839999.55;52.278;2.1309807;Low
1993;MDG;Madagascar;0.228788541;1924.4;87.63;498.6726671;25959999.74;53.022;2.2;Low
1994;MDG;Madagascar;0.221940876;1926.3;84.28;483.4009389;20530000.21;53.808;2.0720357;Low
1995;MDG;Madagascar;0.21520697;1968;87.35;476.7598016;22040000.12;54.616;2.0720357;Low
1996;MDG;Madagascar;0.208592756;2007.9;89.04;472.0372565;16289999.78;55.43;2.0720357;Low
1997;MDG;Madagascar;0.202120819;2000.8;90.89;474.2852385;18050000.12;56.239;1.9;Low
1998;MDG;Madagascar;0.195829626;1875.4;89.23;477.5926598;19460000.43;57.028;1.5;Low
1999;MDG;Madagascar;0.189759268;1962.3;90.88;484.3500033;18019999.98;57.782;2.16;Low
2000;MDG;Madagascar;0.183930721;1890.9;88.86;491.8201794;22339999.56;58.485;2.11;Low
2001;MDG;Madagascar;0.181416416;2020.7;87.84;505.572592;23259999.99;59.129;2.32;Low
2002;MDG;Madagascar;0.175960597;1967.4;86.06;428.2200406;20390000.11;59.717;2.3;Low
2003;MDG;Madagascar;0.170726079;2201.7;88.48;456.1356409;21019999.74;60.256;2.34;Low
2004;MDG;Madagascar;0.165702438;2353.2;91.96;465.9872568;17780000.09;60.752;2.46;Low
2005;MDG;Madagascar;0.163606105;2514.5;102.8;473.2483798;23429999.92;61.212;2.67;Low
2006;MDG;Madagascar;0.158896041;2565.3;105.24;482.7091164;27089999.99;61.65;2.39;Low
2007;MDG;Madagascar;0.154372366;2620.1;107.55;498.2329092;31529999.61;62.079;3.06;Low
2008;MDG;Madagascar;0.160028221;2811.3;110.87;516.709609;37899999.38;62.509;2.64;Low
2009;MDG;Madagascar;0.170158009;3183.4;116.44;482.3383941;34649999.89;62.944;2.64;Low
2010;MDG;Madagascar;0.165471803;3271.6;118.98;471.9592116;32500000.33;63.388;2.605;Low
2011;MDG;Madagascar;0.160964188;3296.2;120.57;466.3491788;37740000.18;63.836;2.57;Low
2012;MDG;Madagascar;0.156623092;3348.9;126.8;467.4358012;37500783.89;64.28;2.69;Low
2013;MDG;Madagascar;0.152430706;3460.1;119.99;465.3887399;41737329.98;64.713;2.08;Low
2014;MDG;Madagascar;0.148368663;3627;123.75;468.1130008;37594908;65.133;2.08;Low
2015;MDG;Madagascar;0.144424663;3761.1;120.05;469.9423432;36676252.38;65.539;2.08;Low
2016;MDG;Madagascar;0.140593981;3906.2;121.29;475.7454692;38555587.25;65.931;2.08;Low
2017;MDG;Madagascar;0.146609999;3778.7;121.65477;481.3830835;41988986.89;66.311;2.08;Low
2018;MDG;Madagascar;0.143605208;3792.424609;121.1246588;490.0973122;52123447.01;65.71329968;2.08;Low
2019;MDG;Madagascar;0.141861069;3825.634771;121.0546172;478.7619383;0;66.01209521;2.08;Low
1949;MEX;Mexico;0.500615202;1104.9;23.69;3907.493801;0;57.077;3.0032392;Low
1950;MEX;Mexico;0.500615202;1104.9;23.69;3907.493801;0;57.077;3.0032392;Low
1951;MEX;Mexico;0.500615202;1104.9;23.69;3907.493801;0;57.077;3.0032392;Low
1952;MEX;Mexico;0.500615202;1104.9;23.69;3907.493801;0;57.077;3.0032392;Low
1953;MEX;Mexico;0.500615202;1104.9;23.69;3907.493801;0;57.077;3.0032392;Low
1954;MEX;Mexico;0.500615202;1104.9;23.69;3907.493801;0;57.077;3.0032392;Low
1955;MEX;Mexico;0.500615202;1104.9;23.69;3907.493801;0;57.077;3.0032392;Low
1956;MEX;Mexico;0.500615202;1104.9;23.69;3907.493801;0;57.077;3.0032392;Low
1957;MEX;Mexico;0.500615202;1104.9;23.69;3907.493801;0;57.077;3.0032392;Low
1958;MEX;Mexico;0.500615202;1104.9;23.69;3907.493801;0;57.077;3.0032392;Low
1959;MEX;Mexico;0.500615202;1104.9;23.69;3907.493801;0;57.077;3.0032392;Low
1960;MEX;Mexico;0.500615202;1104.9;23.69;3907.493801;0;57.077;3.0032392;Low
1961;MEX;Mexico;0.500615202;1104.9;23.69;3977.12743;0;57.668;3.0032392;Low
1962;MEX;Mexico;0.481150554;1124.5;25.37;4035.334366;0;58.193;3.0032392;Low
1963;MEX;Mexico;0.464517597;1130.1;26.27;4229.161352;0;58.656;3.0032392;Low
1964;MEX;Mexico;0.448433859;1302;28.46;4587.853252;0;59.069;3.0032392;Low
1965;MEX;Mexico;0.432872442;1335.6;30.8;4762.94719;0;59.447;3.0032392;Low
1966;MEX;Mexico;0.417840727;1290;32.98;4898.341186;0;59.807;3.0032392;Low
1967;MEX;Mexico;0.403141582;1371.4;33.38;5026.513192;0;60.165;3.0032392;Low
1968;MEX;Mexico;0.389205709;1430.4;33.97;5332.580447;2380000.114;60.536;3.0032392;High_Middle
1969;MEX;Mexico;0.375811295;1492.7;33.94;5347.784072;4230000.02;60.932;3.0032392;High_Middle
1970;MEX;Mexico;0.343499231;1540.8;35.47;5524.272386;7930000.031;61.362;3.0032392;High_Middle
1971;MEX;Mexico;0.333274468;1530;37.04;5561.181871;7330000.24;61.829;3.0032392;High_Middle
1972;MEX;Mexico;0.323350127;1513.6;38.96;5841.222341;10089999.69;62.327;3.0032392;High_Middle
1973;MEX;Mexico;0.314588891;1501.6;40.02;6117.589153;10750000.07;62.845;3.0032392;Low
1974;MEX;Mexico;0.305140163;1613.8;40.96;6287.634863;5880000.114;63.378;3.0032392;High_Middle
1975;MEX;Mexico;0.297141558;1745;43.04;6465.769053;12380000;63.922;3.0032392;High_Middle
1976;MEX;Mexico;0.289604274;1729.8;43.6;6571.23112;10580000.28;64.467;3.0032392;High_Middle
1977;MEX;Mexico;0.282838038;1779.4;47.46;6618.139039;12760000.08;65.009;3.0032392;High_Middle
1978;MEX;Mexico;0.275758371;1918.5;51.92;7029.240771;8939999.789;65.54;3.0032392;High_Middle
1979;MEX;Mexico;0.265940164;2009;50.47;7520.981611;17700000.1;66.055;3.0032392;Low
1980;MEX;Mexico;0.260620461;2191.1;54.68;8016.884744;12429999.58;66.553;2.9;Low
1981;MEX;Mexico;0.253560041;2292.5;58.07;8494.012101;8929999.847;67.031;3.4;Low
1982;MEX;Mexico;0.250426922;2415.5;58.61;8253.446209;7999999.94;67.493;3.7;Low
1983;MEX;Mexico;0.252072297;2183.7;60.62;7784.85919;13909999.97;67.942;2.6;Low
1984;MEX;Mexico;0.245324204;2340.5;60.59;7872.457697;18199999.99;68.38;2.6;Low
1985;MEX;Mexico;0.245198019;2431.1;62.48;7872.017716;28099999.85;68.809;2.6;Low
1986;MEX;Mexico;0.2363945;2332.4;65.28;7470.792683;21930000.25;69.232;2.6;High_Middle
1987;MEX;Mexico;0.242853287;2321.8;64.93;7445.85369;24629999.88;69.649;2.5;High_Middle
1988;MEX;Mexico;0.243821164;2180.5;63.16;7393.108281;31590000.63;70.062;2.3;High_Middle
1989;MEX;Mexico;0.250774166;2198.2;60.98;7548.976672;20059999.59;70.469;2.2;High_Middle
1990;MEX;Mexico;0.258615559;2424.4;65.92;7790.799673;28490000.31;70.866;2.2;High_Middle
1991;MEX;Mexico;0.262218597;2426.9;68.75;7970.144395;23069999.7;71.248;2.4;Low
1992;MEX;Mexico;0.257582136;2708.2;69.03;8104.291077;23759999.74;71.61;2.9;High_Middle
1993;MEX;Mexico;0.254227229;2639.4;71.9;8117.089816;33110000.13;71.953;2.7;High_Middle
1994;MEX;Mexico;0.250109809;2518.3;73.77;8373.513529;31449999.99;72.279;3.5;High_Middle
1995;MEX;Mexico;0.24611817;2519.6;78.45;7717.721531;29919999.36;72.598;3.7;High_Middle
1996;MEX;Mexico;0.243883209;2552.9;76.16;8109.198698;13129999.91;72.925;4.8391378;High_Middle
1997;MEX;Mexico;0.240828228;2678.7;79.49;8530.355085;17279999.73;73.268;4.9672065;High_Middle
1998;MEX;Mexico;0.237683473;2639.3;82.09;8835.875543;11759999.99;73.625;3.4;High_Middle
1999;MEX;Mexico;0.235092983;2708.1;87.13;8946.132877;17330000.4;73.988;3.56;High_Middle
2000;MEX;Mexico;0.231597936;2760.9;88.41;9253.968046;9879999.95;74.34;4.11;High_Middle
2001;MEX;Mexico;0.230821798;2855.2;92.57;9088.053319;14239999.86;74.658;4.33;High_Middle
2002;MEX;Mexico;0.227998772;2913.1;92.5;8960.554086;9370000.123;74.922;4.59;High_Middle
2003;MEX;Mexico;0.229450582;2964;94.9;8967.02919;2839999.855;75.118;5.12;High_Middle
2004;MEX;Mexico;0.222111803;3078.6;98.06;9190.741592;6809999.942;75.243;4.72;High_Middle
2005;MEX;Mexico;0.219762798;3130.8;98.48;9270.656542;7500000.088;75.3;4.85;High_Middle
2006;MEX;Mexico;0.217208691;3213.3;103.46;9547.333571;7850000.113;75.296;4.69;High_Middle
2007;MEX;Mexico;0.215433653;3353;104.79;9622.047957;5229999.84;75.255;4.69;High_Middle
2008;MEX;Mexico;0.210711031;3452.3;105.51;9587.636339;7199999.899;75.194;4.78;High_Middle
2009;MEX;Mexico;0.206741921;3433.7;105.21;8947.741474;1539999.969;75.128;5.09;High_Middle
2010;MEX;Mexico;0.206033741;3500.9;107.47;9271.398233;1999999.899;75.065;5.01;High_Middle
2011;MEX;Mexico;0.198598955;3240.2;108.25;9477.887185;6529999.888;75.011;5.04;High_Middle
2012;MEX;Mexico;0.197400698;3453.1;112.52;9690.869065;10067305.16;74.966;5.002434693;High_Middle
2013;MEX;Mexico;0.196747947;3386.6;115.29;9693.722969;3289147.419;74.93;4.598501101;High_Middle
2014;MEX;Mexico;0.19362698;3581.8;117.33;9839.050191;10028946.92;74.908;5.153371055;High_Middle
2015;MEX;Mexico;0.188957239;3470.1;119.88;10037.20149;6867376.707;74.904;5.212838538;High_Middle
2016;MEX;Mexico;0.182935072;3748.9;126.72;10205.79575;4939827.057;74.917;5.212838538;High_Middle
2017;MEX;Mexico;0.191018137;3799.7;119.1301635;10301.35788;7291516.93;74.947;5.212838538;High_Middle
2018;MEX;Mexico;0.187337335;3626.976959;122.2266366;10403.5404;10278041.1;74.91533882;5.194004555;High_Middle
2019;MEX;Mexico;0.184873292;3724.047851;124.6152765;10237.39701;0;74.9272452;5.211613923;High_Middle
1949;MMR;Myanmar;0.445712569;1535;21.53;153.3439329;0;42.381;1.6446102;Low
1950;MMR;Myanmar;0.445712569;1535;21.53;153.3439329;0;42.381;1.6446102;Low
1951;MMR;Myanmar;0.445712569;1535;21.53;153.3439329;0;42.381;1.6446102;Low
1952;MMR;Myanmar;0.445712569;1535;21.53;153.3439329;0;42.381;1.6446102;Low
1953;MMR;Myanmar;0.445712569;1535;21.53;153.3439329;0;42.381;1.6446102;Low
1954;MMR;Myanmar;0.445712569;1535;21.53;153.3439329;0;42.381;1.6446102;Low
1955;MMR;Myanmar;0.445712569;1535;21.53;153.3439329;0;42.381;1.6446102;Low
1956;MMR;Myanmar;0.445712569;1535;21.53;153.3439329;0;42.381;1.6446102;Low
1957;MMR;Myanmar;0.445712569;1535;21.53;153.3439329;0;42.381;1.6446102;Low
1958;MMR;Myanmar;0.445712569;1535;21.53;153.3439329;0;42.381;1.6446102;Low
1959;MMR;Myanmar;0.445712569;1535;21.53;153.3439329;0;42.381;1.6446102;Low
1960;MMR;Myanmar;0.445712569;1535;21.53;153.3439329;0;42.381;1.6446102;Low
1961;MMR;Myanmar;0.445712569;1535;21.53;150.7744946;0;42.961;1.6446102;Low
1962;MMR;Myanmar;0.436608749;1560.2;24;153.5758522;0;43.567;1.6446102;Low
1963;MMR;Myanmar;0.427618628;1521.2;24.95;170.3208913;0;44.215;1.6446102;Low
1964;MMR;Myanmar;0.418673107;1623.1;26.2;156.7711056;0;44.907;1.6446102;Low
1965;MMR;Myanmar;0.409326561;1575.6;25.46;169.6600792;0;45.63;1.6446102;Low
1966;MMR;Myanmar;0.400419917;1380.2;22.44;157.7571123;0;46.357;1.6446102;Low
1967;MMR;Myanmar;0.391183649;1545.7;24.98;144.9863117;0;47.055;1.6446102;Low
1968;MMR;Myanmar;0.382083615;1588.4;25.31;158.6911777;0;47.698;1.6446102;Low
1969;MMR;Myanmar;0.373556705;1616.1;25.12;160.0957517;1109999.999;48.279;1.6446102;Low
1970;MMR;Myanmar;0.365615709;1611.2;26;164.1647237;2510000.02;48.796;1.6446102;Low
1971;MMR;Myanmar;0.357171645;1635.1;26.72;166.9966188;2659999.996;49.258;1.6446102;Low
1972;MMR;Myanmar;0.348966264;1543.3;25.12;167.1344924;4069999.903;49.686;2.7;Low
1973;MMR;Myanmar;0.32440473;1680.1;27.45;161.7344915;3629999.936;50.098;3.1;Low
1974;MMR;Myanmar;0.317329157;1671;27.76;166.5009298;4769999.921;50.503;1.6446102;Low
1975;MMR;Myanmar;0.31050833;1742.2;29.13;169.4913812;9459999.978;50.907;1.9;Low
1976;MMR;Myanmar;0.303950193;1799.4;29.6;175.7593107;6680000.067;51.312;1.6;Low
1977;MMR;Myanmar;0.298188308;1845.3;30.41;182.0787193;7520000.268;51.714;1.6;Low
1978;MMR;Myanmar;0.291858165;1992.8;33.31;189.6701684;9619999.767;52.113;1.6;Low
1979;MMR;Myanmar;0.285740774;2197.4;33.76;195.169372;22339999.8;52.511;1.6147895;Low
1980;MMR;Myanmar;0.279713431;2600.2;39.49;206.0900453;16919999.84;52.91;1.6147895;Low
1981;MMR;Myanmar;0.274613253;2766.5;42.82;214.4750957;17320000.5;53.315;1.6147895;Low
1982;MMR;Myanmar;0.269209346;2989.1;45.12;221.690799;15599999.46;53.726;1.6147895;Low
1983;MMR;Myanmar;0.263429044;2874.7;46;226.62132;18250000.03;54.14;1.6147895;Low
1984;MMR;Myanmar;0.25753509;2890.3;47.3;233.0126691;14080000.01;54.556;1.6147895;Low
1985;MMR;Myanmar;0.252599686;2896.7;48.47;235.0140875;23690000.1;54.97;1.6147895;Low
1986;MMR;Myanmar;0.247968383;2863.7;48.64;228.194487;20660000.14;55.375;1.6147895;Low
1987;MMR;Myanmar;0.242968191;2885.9;47.52;215.1299269;21020000.36;55.768;1.5849688;Low
1988;MMR;Myanmar;0.238289756;2754.6;46.29;187.4660722;18570000.24;56.144;1.6;Low
1989;MMR;Myanmar;0.234168084;2747.6;43.93;191.311496;17080000.42;56.505;1.2616442;Low
1990;MMR;Myanmar;0.23144923;2762.5;43.39;193.8274561;22719999.68;56.849;1.2616442;Low
1991;MMR;Myanmar;0.228072453;2658.2;42.07;190.0150939;27700000.29;57.18;1.2616442;Low
1992;MMR;Myanmar;0.22484956;2706.8;47.59;205.8587694;21389999.98;57.504;1.2616442;Low
1993;MMR;Myanmar;0.223338763;2839;51.69;215.8060991;20880000;57.823;1.2616442;Low
1994;MMR;Myanmar;0.219761334;2944.5;55.72;229.3059498;27879999.46;58.141;0.9383197;Low
1995;MMR;Myanmar;0.217304163;2777;57.55;242.3437013;41629999.95;58.46;0.9;Low
1996;MMR;Myanmar;0.214680009;2853.8;58.9;254.7620247;17540000.2;58.78;0.9383197;Low_Middle
1997;MMR;Myanmar;0.212293747;2770.6;58.41;265.7227625;25350000.08;59.101;0.9383197;Low_Middle
1998;MMR;Myanmar;0.209509853;2799.3;59.34;277.7088425;26859999.9;59.422;0.3952019;Low_Middle
1999;MMR;Myanmar;0.209826202;2963.4;68;304.3025442;28499999.64;59.744;0.4;Low_Middle
2000;MMR;Myanmar;0.212094679;3053.6;75.01;342.1412626;33760000.05;60.063;0.3;Low_Middle
2001;MMR;Myanmar;0.21153996;3109.8;79.85;376.8766631;31589999.53;60.377;0.8;Low_Middle
2002;MMR;Myanmar;0.206741115;3113.1;82.5;417.9757775;25680000.31;60.685;0.7;Low_Middle
2003;MMR;Myanmar;0.204594489;3236.8;87.63;471.4254303;23719999.91;60.989;0.6;Low_Middle
2004;MMR;Myanmar;0.20409977;3332.9;91.41;530.7913374;24589999.8;61.294;0.61024883;Low_Middle
2005;MMR;Myanmar;0.205495723;3441;98.07;598.0674879;32399999.24;61.607;0.62049766;Low_Middle
2006;MMR;Myanmar;0.209650707;3555.7;110.53;671.4549402;31520000.16;61.938;0.630746489;Low_Middle
2007;MMR;Myanmar;0.21315368;3667.6;117.01;747.1162512;39750000.18;62.294;0.640995319;Low_Middle
2008;MMR;Myanmar;0.214181387;3767.7;126.3;818.6511894;39119999.8;62.678;0.651244149;Low_Middle
2009;MMR;Myanmar;0.214804401;3781.6;129.81;899.2426442;34470000.67;63.089;0.661492979;Low_Middle
2010;MMR;Myanmar;0.213652673;3798.1;131.81;979.05163;37410000.38;63.525;0.671741808;Low_Middle
2011;MMR;Myanmar;0.211529122;3589.8;129.45;1025.892298;37319999.94;63.983;0.681990638;Low_Middle
2012;MMR;Myanmar;0.209107697;3557.6;125.39;1092.056509;37945751.02;64.453;0.86290769;Low_Middle
2013;MMR;Myanmar;0.207743314;3592.9;129.98;1174.054087;42935786.66;64.921;1.043824743;Low_Middle
2014;MMR;Myanmar;0.206117706;3637.4;132.82;1257.483616;37958674.44;65.378;1.224741795;Low_Middle
2015;MMR;Myanmar;0.206773916;3656.9;135.35;1335.203872;43600923.62;65.81;1.405658847;Low_Middle
2016;MMR;Myanmar;0.205635847;3607.4;135.83;1403.767118;41624496.98;66.205;1.586575899;Low_Middle
2017;MMR;Myanmar;0.206557776;3613.7;133.6179124;1489.171749;33070177.15;66.558;1.767492951;Low_Middle
2018;MMR;Myanmar;0.206223298;3629.705183;135.0529816;1571.907217;42913547.22;65.97764728;1.488033384;Low_Middle
2019;MMR;Myanmar;0.205948094;3618.155679;135.5997334;1444.963308;0;66.27387373;1.626427023;Low_Middle
1949;MOZ;Mozambique;0.332874292;877.4;45.97;237.8322848;0;39.439;1.8;Low_Middle
1950;MOZ;Mozambique;0.332874292;877.4;45.97;237.8322848;0;39.439;1.8;Low_Middle
1951;MOZ;Mozambique;0.332874292;877.4;45.97;237.8322848;0;39.439;1.8;Low_Middle
1952;MOZ;Mozambique;0.332874292;877.4;45.97;237.8322848;0;39.439;1.8;Low_Middle
1953;MOZ;Mozambique;0.332874292;877.4;45.97;237.8322848;0;39.439;1.8;Low_Middle
1954;MOZ;Mozambique;0.332874292;877.4;45.97;237.8322848;0;39.439;1.8;Low_Middle
1955;MOZ;Mozambique;0.332874292;877.4;45.97;237.8322848;0;39.439;1.8;Low_Middle
1956;MOZ;Mozambique;0.332874292;877.4;45.97;237.8322848;0;39.439;1.8;Low_Middle
1957;MOZ;Mozambique;0.332874292;877.4;45.97;237.8322848;0;39.439;1.8;Low_Middle
