Year;Country Code;Country Name;Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Adjusted savings: education expenditure (% of GNI);Income_level_Final
1949;TON;Tonga;0.188338696;;116.65;2205.675001;0;59.885;3.2904348;Low_Middle
1950;TON;Tonga;0.188338696;;116.65;2205.675001;0;59.885;3.2904348;Low_Middle
1951;TON;Tonga;0.188338696;;116.65;2205.675001;0;59.885;3.2904348;Low_Middle
1952;TON;Tonga;0.188338696;;116.65;2205.675001;0;59.885;3.2904348;Low_Middle
1953;TON;Tonga;0.188338696;;116.65;2205.675001;0;59.885;3.2904348;Low_Middle
1954;TON;Tonga;0.188338696;;116.65;2205.675001;0;59.885;3.2904348;Low_Middle
1955;TON;Tonga;0.188338696;;116.65;2205.675001;0;59.885;3.2904348;Low_Middle
1956;TON;Tonga;0.188338696;;116.65;2205.675001;0;59.885;3.2904348;Low_Middle
1957;TON;Tonga;0.188338696;;116.65;2205.675001;0;59.885;3.2904348;Low_Middle
1958;TON;Tonga;0.188338696;;116.65;2205.675001;0;59.885;3.2904348;Low_Middle
1959;TON;Tonga;0.188338696;;116.65;2205.675001;0;59.885;3.2904348;Low_Middle
1960;TON;Tonga;0.188338696;;116.65;2205.675001;0;59.885;3.2904348;Low_Middle
1961;TON;Tonga;0.188338696;;116.65;2205.675001;0;60.281;3.2904348;Low_Middle
1962;TON;Tonga;0.211368612;;107.01;2205.675001;0;60.687;3.2904348;Low_Middle
1963;TON;Tonga;0.202954437;;114.13;2205.675001;0;61.103;3.2904348;Low_Middle
1964;TON;Tonga;0.19514643;;112.18;2205.675001;0;61.527;3.2904348;Low_Middle
1965;TON;Tonga;0.201762055;;118.15;2205.675001;0;61.957;3.2904348;Low_Middle
1966;TON;Tonga;0.195386279;;135.27;2205.675001;0;62.387;3.2904348;Low_Middle
1967;TON;Tonga;0.189803743;;142.11;2205.675001;0;62.811;3.2904348;Low_Middle
1968;TON;Tonga;0.185004748;;131.65;2205.675001;0;63.224;3.2904348;Low_Middle
1969;TON;Tonga;0.20517772;;130.75;2205.675001;59999.99866;63.621;3.2904348;Low_Middle
1970;TON;Tonga;0.201538808;;116.29;2205.675001;49999.99888;64;3.2904348;Low_Middle
1971;TON;Tonga;0.198832735;;119.22;2205.675001;69999.99844;64.357;3.2904348;Low_Middle
1972;TON;Tonga;0.196934768;;127.24;2205.675001;79999.99822;64.696;3.2904348;Low_Middle
1973;TON;Tonga;0.195487684;;118.35;2205.675001;80000.00008;65.017;3.2904348;Low_Middle
1974;TON;Tonga;0.194103811;;128.05;2205.675001;89999.99799;65.322;3.2904348;Low_Middle
1975;TON;Tonga;0.192486243;;140.19;2205.675001;330000.0094;65.611;3.2904348;Low_Middle
1976;TON;Tonga;0.179303853;;139.59;2205.675001;469999.9951;65.886;3.2904348;Low_Middle
1977;TON;Tonga;0.177240149;;134.67;2205.675001;480000.0116;66.149;3.2904348;Low_Middle
1978;TON;Tonga;0.175179285;;117.96;2205.675001;280000.0012;66.402;3.2904348;Low_Middle
1979;TON;Tonga;0.173407899;;119.55;2205.675001;579999.9982;66.648;3.2904348;Low_Middle
1980;TON;Tonga;0.172096675;;131.46;2205.675001;689999.9976;66.889;3.2904348;Low_Middle
1981;TON;Tonga;0.171289704;;129.02;2205.675001;1129999.973;67.128;3.2904348;Low_Middle
1982;TON;Tonga;0.170865326;;101.66;2304.528149;1839999.989;67.365;3.3;Low_Middle
1983;TON;Tonga;0.170704905;;103.56;2348.006617;1389999.971;67.6;4.2914863;Low_Middle
1984;TON;Tonga;0.170597518;;104.24;2387.321417;850000.0202;67.831;4.3;Low_Middle
1985;TON;Tonga;0.170401295;;103.31;2540.967012;1470000.014;68.054;4.0746102;Low_Middle
1986;TON;Tonga;0.170053567;;113.54;2589.506423;1199999.996;68.266;4.1;Low_Middle
1987;TON;Tonga;0.169633486;;101.14;2660.231893;1579999.961;68.463;4;Low_Middle
1988;TON;Tonga;0.169149285;;92.93;2602.71928;900000.006;68.641;4.3476185;Low_Middle
1989;TON;Tonga;0.168685623;;94.08;2605.70522;1859999.999;68.799;4.3476185;Low_Middle
1990;TON;Tonga;0.168298815;;92.93;2546.589291;1949999.988;68.935;4.3476185;Low_Middle
1991;TON;Tonga;0.167986057;;93.39;2704.915435;1780000.001;69.049;4.3476185;Low_Middle
1992;TON;Tonga;0.167716643;;91.85;2707.382381;1040000.014;69.143;4.6710735;Low_Middle
1993;TON;Tonga;0.167439329;;133.07;2803.941723;1409999.997;69.223;4.7;Low_Middle
1994;TON;Tonga;0.167121027;;105.04;2937.213405;2099999.994;69.29;4.6710735;Low_Middle
1995;TON;Tonga;0.166708344;;93.26;3038.716763;2249999.985;69.351;4.6710735;Low_Middle
1996;TON;Tonga;0.166194052;;92.56;3029.651866;1539999.977;69.41;4.6710735;Low_Middle
1997;TON;Tonga;0.155248968;;90.25;3014.830208;1090000.03;69.471;4.6710735;Low_Middle
1998;TON;Tonga;0.154588177;;88.92;3083.616807;939999.9771;69.535;4.1758256;Low_Middle
1999;TON;Tonga;0.153874561;;97.2;3188.526447;739999.9891;69.601;3.8643692;Low_Middle
2000;TON;Tonga;0.153103406;;93.96;3279.45662;920000.0204;69.667;3.5529128;High_Middle
2001;TON;Tonga;0.152304365;;95.84;3379.843895;690000.0106;69.725;3.2414564;High_Middle
2002;TON;Tonga;0.151481489;;98.23;3476.511521;819999.9704;69.771;2.93;High_Middle
2003;TON;Tonga;0.150619044;;97.07;3529.60608;709999.9972;69.803;2.93;High_Middle
2004;TON;Tonga;0.149673711;;97.47;3495.127259;280000.0011;69.822;2.93;High_Middle
2005;TON;Tonga;0.148654675;;97.27;3526.253393;619999.975;69.836;2.93;High_Middle
2006;TON;Tonga;0.157316186;;105.26;3470.066442;409999.9666;69.852;2.93;High_Middle
2007;TON;Tonga;0.155974303;;140.48;3297.145162;699999.988;69.878;2.93;High_Middle
2008;TON;Tonga;0.154770311;;134.91;3373.100744;270000.0107;69.921;2.93;High_Middle
2009;TON;Tonga;0.163634614;;137.35;3433.39423;-189999.9976;69.982;2.93;High_Middle
2010;TON;Tonga;0.163483546;;135.37;3553.220614;-140000.0006;70.059;2.93;High_Middle
2011;TON;Tonga;0.164152875;;137.31;3667.135635;610000.0143;70.148;2.93;High_Middle
2012;TON;Tonga;0.175204649;;135.47;3729.495033;910326.2947;70.242;2.93;High_Middle
2013;TON;Tonga;0.176872887;;134.05;3647.515091;1053342.273;70.335;2.93;High_Middle
2014;TON;Tonga;0.178168429;;135.17;3750.384453;1217317.775;70.427;2.93;High_Middle
2015;TON;Tonga;0.178605094;;140.05;3899.125824;1129749.328;70.517;2.93;High_Middle
2016;TON;Tonga;0.177983448;;137.98;4016.865962;1510672.271;70.607;2.93;High_Middle
2017;TON;Tonga;0.178076689;;137.1504564;4090.336314;1253184.322;70.701;2.93;High_Middle
2018;TON;Tonga;0.178245852;;138.3276888;4054.940722;1116012.29;70.55847102;2.93;High_Middle
2019;TON;Tonga;0.178151259;;138.4184732;4027.957419;0;70.62847905;2.93;High_Middle
1949;TTO;Trinidad and Tobago;0.065909821;2352.1;101.39;4006.721638;0;62.222;3.0297539;Low
1950;TTO;Trinidad and Tobago;0.065909821;2352.1;101.39;4006.721638;0;62.222;3.0297539;Low
1951;TTO;Trinidad and Tobago;0.065909821;2352.1;101.39;4006.721638;0;62.222;3.0297539;Low
1952;TTO;Trinidad and Tobago;0.065909821;2352.1;101.39;4006.721638;0;62.222;3.0297539;Low
1953;TTO;Trinidad and Tobago;0.065909821;2352.1;101.39;4006.721638;0;62.222;3.0297539;Low
1954;TTO;Trinidad and Tobago;0.065909821;2352.1;101.39;4006.721638;0;62.222;3.0297539;Low
1955;TTO;Trinidad and Tobago;0.065909821;2352.1;101.39;4006.721638;0;62.222;3.0297539;Low
1956;TTO;Trinidad and Tobago;0.065909821;2352.1;101.39;4006.721638;0;62.222;3.0297539;Low
1957;TTO;Trinidad and Tobago;0.065909821;2352.1;101.39;4006.721638;0;62.222;3.0297539;Low
1958;TTO;Trinidad and Tobago;0.065909821;2352.1;101.39;4006.721638;0;62.222;3.0297539;Low
1959;TTO;Trinidad and Tobago;0.065909821;2352.1;101.39;4006.721638;0;62.222;3.0297539;Low
1960;TTO;Trinidad and Tobago;0.065909821;2352.1;101.39;4006.721638;0;62.222;3.0297539;Low
1961;TTO;Trinidad and Tobago;0.065909821;2352.1;101.39;4480.181433;0;62.652;3.0297539;Low
1962;TTO;Trinidad and Tobago;0.064813899;2381.4;93.15;4526.511068;0;63.036;3.0297539;Low
1963;TTO;Trinidad and Tobago;0.063905357;2411;100.41;4713.196338;0;63.373;3.0297539;Low
1964;TTO;Trinidad and Tobago;0.063149988;2439.5;98.38;5012.875201;0;63.663;3.0297539;Low
1965;TTO;Trinidad and Tobago;0.062518029;2411.1;108.49;4997.143773;0;63.908;3.0297539;Low
1966;TTO;Trinidad and Tobago;0.062009297;2424.2;106.76;5157.555772;0;64.112;3.0297539;Low
1967;TTO;Trinidad and Tobago;0.06160597;2642.7;106.18;5228.668317;0;64.282;3.0297539;Low
1968;TTO;Trinidad and Tobago;0.061237974;2659.2;115;5468.48907;300000.0119;64.43;3.0297539;Low
1969;TTO;Trinidad and Tobago;0.060820371;2707.4;114.26;5579.5064;539999.9991;64.565;3.0297539;Low
1970;TTO;Trinidad and Tobago;0.060294491;2901.6;119.71;5726.718225;709999.9841;64.7;3.0297539;Low
1971;TTO;Trinidad and Tobago;0.062778514;3022.4;112.81;5723.446154;780000.0031;64.844;3.0297539;Low
1972;TTO;Trinidad and Tobago;0.061974764;3002.1;121.2;5976.768512;960000.0196;65.003;3.0297539;Low
1973;TTO;Trinidad and Tobago;0.07026405;2981;105.42;5989.929476;979999.9763;65.177;3.0297539;Low
1974;TTO;Trinidad and Tobago;0.070246354;2960;106.47;6127.630009;1040000.018;65.368;3.0297539;Low
1975;TTO;Trinidad and Tobago;0.06429685;2686.3;107.24;6129.356409;1180000.017;65.572;3.0297539;Low
1976;TTO;Trinidad and Tobago;0.063408015;2957.9;118.17;6431.791657;1279999.95;65.782;3.0297539;Low
1977;TTO;Trinidad and Tobago;0.062547392;2948.7;111.59;6923.225812;1339999.982;65.987;3.0297539;Low
1978;TTO;Trinidad and Tobago;0.061695702;2986.2;101.88;7512.97508;1410000.012;66.182;3.0297539;Low
1979;TTO;Trinidad and Tobago;0.060824974;3259.6;99.85;7673.545549;1209999.964;66.364;3.0297539;Low
1980;TTO;Trinidad and Tobago;0.05531259;3201.6;97.04;8345.131133;1860000.033;66.533;3;Low
1981;TTO;Trinidad and Tobago;0.047187661;3038.6;88.65;8590.581698;2480000.108;66.694;3.8108439;Low
1982;TTO;Trinidad and Tobago;0.040177854;3073.9;96.32;8773.364838;2849999.964;66.854;4.7;Low
1983;TTO;Trinidad and Tobago;0.033389832;3075.7;85.64;7744.858068;3160000.086;67.015;4.7;Low
1984;TTO;Trinidad and Tobago;0.032898325;2470.1;81.69;7192.008554;3150000.045;67.179;5;Low
1985;TTO;Trinidad and Tobago;0.029907245;2358.5;82.76;6806.110872;2860000;67.344;5.3;Low
1986;TTO;Trinidad and Tobago;0.029576273;2408.6;82.66;6510.076798;2609999.902;67.507;4.7430949;Low
1987;TTO;Trinidad and Tobago;0.029299957;2562.4;83.27;6155.055608;1889999.941;67.666;4.7430949;Low
1988;TTO;Trinidad and Tobago;0.029896533;2721.8;84.86;5866.588292;2729999.978;67.816;4.7430949;Low
1989;TTO;Trinidad and Tobago;0.029681982;2565.5;82.11;5776.148805;2039999.971;67.957;4.2;Low
1990;TTO;Trinidad and Tobago;0.029481229;3326.1;89.19;5823.664104;1520000;68.086;3.7;Low
1991;TTO;Trinidad and Tobago;0.032544059;3094.4;89.6;5965.898901;1259999.968;68.201;3.7574288;Low
1992;TTO;Trinidad and Tobago;0.032344586;3594.6;87.63;6527.778398;1129999.995;68.305;3.8537703;Low
1993;TTO;Trinidad and Tobago;0.032164269;3262.2;90;6447.952041;759999.983;68.402;3.8537703;Low
1994;TTO;Trinidad and Tobago;0.032012293;3582.1;91.52;6646.408669;1060000.017;68.496;3.4;Low
1995;TTO;Trinidad and Tobago;0.03189284;3604;92.33;6873.885353;1530000.002;68.597;3.4;Low
1996;TTO;Trinidad and Tobago;0.031807906;3424.4;94.47;7344.68916;510000.0091;68.713;3.3;Low
1997;TTO;Trinidad and Tobago;0.027781129;2468;88.95;7882.808418;860000.0143;68.85;3.2;Low
1998;TTO;Trinidad and Tobago;0.02774046;2463.2;79.13;8510.775012;860000.0031;69.011;2.4;Low
1999;TTO;Trinidad and Tobago;0.027691341;1712.4;86.46;9177.470151;879999.9767;69.199;2.85;Low
2000;TTO;Trinidad and Tobago;0.027620974;2277.3;98.61;9785.90975;939999.9753;69.413;2.55;Low
2001;TTO;Trinidad and Tobago;0.023591731;1449.4;97.81;10157.93255;489999.9984;69.65;3;Low
2002;TTO;Trinidad and Tobago;0.023488643;1669.3;118.74;10916.22849;700000.0123;69.903;3.46;Low
2003;TTO;Trinidad and Tobago;0.023372513;1532.7;104.44;12430.87547;789999.9954;70.164;2.87;High
2004;TTO;Trinidad and Tobago;0.020153117;1573.3;100.92;13350.86143;1030000.001;70.428;2.87;High
2005;TTO;Trinidad and Tobago;0.019282654;1555.2;98.75;14110.04117;1700000.025;70.691;2.87;High
2006;TTO;Trinidad and Tobago;0.019192959;1478.4;100.33;15899.4003;1159999.997;70.952;2.87;High
2007;TTO;Trinidad and Tobago;0.019106562;1673.8;105.24;16580.31724;2810000.062;71.21;2.87;High
2008;TTO;Trinidad and Tobago;0.019019463;1724.5;86.44;17064.53166;609999.9809;71.464;2.87;High
2009;TTO;Trinidad and Tobago;0.01892606;1657.5;90.7;16234.98123;729999.9893;71.71;2.87;High
2010;TTO;Trinidad and Tobago;0.018823218;1667.4;96.26;16683.35538;299999.997;71.946;2.87;High
2011;TTO;Trinidad and Tobago;0.018710082;1639.5;94.11;16534.26826;0;72.17;2.87;High
2012;TTO;Trinidad and Tobago;0.01858989;1471.7;95.76;16636.68383;0;72.382;2.87;High
2013;TTO;Trinidad and Tobago;0.018467903;1610.5;96.48;16895.9243;0;72.582;2.87;High
2014;TTO;Trinidad and Tobago;0.018350752;1325.6;96.47;16635.54036;0;72.768;2.87;High
2015;TTO;Trinidad and Tobago;0.018243807;1100.9;96.69;16840.1208;0;72.941;2.87;High
2016;TTO;Trinidad and Tobago;0.018147977;1483;96.14;15696.90422;0;73.1;2.87;High
2017;TTO;Trinidad and Tobago;0.018305325;1371.7;96.49402752;15261.87227;0;73.245;2.87;High
2018;TTO;Trinidad and Tobago;0.018225057;1312.619987;96.42470751;15161.06846;0;73.00896465;2.87;High
2019;TTO;Trinidad and Tobago;0.018179966;1375.581041;96.29431233;15637.72117;0;73.12894438;2.87;High
1949;USA;United States;0.983336146;2522.3;45.45;17550.57316;0;69.77073171;7.4547239;High
1950;USA;United States;0.983336146;2522.3;45.45;17550.57316;0;69.77073171;7.4547239;High
1951;USA;United States;0.983336146;2522.3;45.45;17550.57316;0;69.77073171;7.4547239;High
1952;USA;United States;0.983336146;2522.3;45.45;17550.57316;0;69.77073171;7.4547239;High
1953;USA;United States;0.983336146;2522.3;45.45;17550.57316;0;69.77073171;7.4547239;High
1954;USA;United States;0.983336146;2522.3;45.45;17550.57316;0;69.77073171;7.4547239;High
1955;USA;United States;0.983336146;2522.3;45.45;17550.57316;0;69.77073171;7.4547239;High
1956;USA;United States;0.983336146;2522.3;45.45;17550.57316;0;69.77073171;7.4547239;High
1957;USA;United States;0.983336146;2522.3;45.45;17550.57316;0;69.77073171;7.4547239;High
1958;USA;United States;0.983336146;2522.3;45.45;17550.57316;0;69.77073171;7.4547239;High
1959;USA;United States;0.983336146;2522.3;45.45;17550.57316;0;69.77073171;7.4547239;High
1960;USA;United States;0.983336146;2522.3;45.45;17550.57316;0;69.77073171;7.4547239;High
1961;USA;United States;0.983336146;2522.3;45.45;17659.05698;0;70.27073171;7.4547239;High
1962;USA;United States;0.949377607;2683.1;45.82;18450.30093;0;70.1195122;7.4547239;High
1963;USA;United States;0.948911975;2800.6;48.12;18986.88586;0;69.91707317;7.4547239;High
1964;USA;United States;0.927442428;2639.3;48.91;19811.02093;0;70.16585366;7.4547239;High
1965;USA;United States;0.910948364;3040.8;49.92;20817.04391;0;70.21463415;7.4547239;High
1966;USA;United States;0.893900081;3016.7;50.88;21915.58302;0;70.21219512;7.4547239;High
1967;USA;United States;0.878089899;3161.2;53.68;22220.19895;0;70.56097561;7.4547239;High
1968;USA;United States;0.901816587;3212.8;54.15;23055.41609;0;69.95121951;7.4547239;High
1969;USA;United States;0.933722129;3464.3;54.27;23538.97341;0;70.50731707;7.4547239;High
1970;USA;United States;0.920425063;3154.9;53.52;23207.21994;0;70.80731707;7.4547239;High
1971;USA;United States;0.90599583;3725.6;58.15;23670.34573;0;71.10731707;7;High
1972;USA;United States;0.893513931;3908.2;57.32;24649.84474;0;71.15609756;6.9;High
1973;USA;United States;0.882690211;3683.2;58.8;25794.12817;0;71.35609756;6.8;High
1974;USA;United States;0.871959374;2997.5;59.96;25421.36967;0;71.95609756;6.6;High
1975;USA;United States;0.863404222;3461.3;64.1;25120.23085;0;72.60487805;7;High
1976;USA;United States;0.855238838;3533;66.02;26223.37644;0;72.85609756;7;High
1977;USA;United States;0.847043439;3683.2;68.39;27161.42669;0;73.25609756;6.7;High
1978;USA;United States;0.848013119;4109.8;67.79;28362.7718;0;73.35609756;6.6;High
1979;USA;United States;0.838706094;4426.2;71.47;28939.63994;0;73.80487805;6.3;High
1980;USA;United States;0.830696446;3771.9;69.19;28589.67273;0;73.6097561;6.3;High
1981;USA;United States;0.822583738;4256.7;75.38;29028.9015;0;74.0097561;6.4;High
1982;USA;United States;0.810505732;4370.6;75.2;28235.08967;0;74.36097561;6.2;High
1983;USA;United States;0.803128422;3535.9;64.44;29260.58618;0;74.46341463;6.3;High
1984;USA;United States;0.796204813;4374.1;73.69;31107.55962;0;74.56341463;6.3;High
1985;USA;United States;0.789180579;4763.3;77.88;32118.75943;0;74.56341463;6.1;High
1986;USA;United States;0.781920852;4698.9;73.72;32925.22668;0;74.61463415;4.2;High
1987;USA;United States;0.766613424;4735.4;73.17;33761.17884;0;74.76585366;6.4;High
1988;USA;United States;0.759684089;3706.9;69.02;34853.48847;0;74.76585366;4.3;High
1989;USA;United States;0.752478537;4473.9;75.91;35793.8965;0;75.01707317;4.3;High
1990;USA;United States;0.743825689;4755.1;77.94;36059.30163;0;75.21463415;4.4;High
1991;USA;United States;0.733952352;4507.6;77.15;35542.14111;0;75.36585366;4.5;High
1992;USA;United States;0.71762165;5357.8;84.23;36287.32286;0;75.61707317;5.4280995;High
1993;USA;United States;0.703095965;4298.8;76.98;36797.79765;0;75.4195122;5.1;High
1994;USA;United States;0.691452004;5560;89.19;37813.75818;0;75.6195122;5.3558719;High
1995;USA;United States;0.682891564;4644.8;83.89;38369.16184;0;75.62195122;4.7893238;High
1996;USA;United States;0.664476566;5175.3;87.78;39356.0918;0;76.02682927;4.7893238;High
1997;USA;United States;0.651338495;5275.3;91.18;40614.40561;0;76.42926829;4.7893238;High
1998;USA;United States;0.640853495;5676.5;92.09;41942.70951;0;76.5804878;4.270473546;High
1999;USA;United States;0.628469037;5736.5;93.72;43434.69267;0;76.58292683;4.280598757;High
2000;USA;United States;0.621514394;5854.3;95.96;44726.9654;0;76.63658537;4.513758289;High
2001;USA;United States;0.615505643;5891.1;93.67;44728.59748;0;76.83658537;4.74691782;High
2002;USA;United States;0.60139725;5546.8;94.09;45087.36728;0;76.93658537;4.76279808;High
2003;USA;United States;0.591621188;6023.7;95.66;45980.51458;0;77.03658537;4.923485217;High
2004;USA;United States;0.570536125;6851.1;100.53;47287.59377;0;77.48780488;4.681501272;High
2005;USA;United States;0.55873342;6450.7;99.3;48499.81238;0;77.48780488;4.447336369;High
2006;USA;United States;0.537708104;6400.4;100.18;49405.7673;0;77.68780488;4.688412769;High
2007;USA;United States;0.53739452;6704.4;104.84;49856.28149;0;77.98780488;4.607559133;High
2008;USA;United States;0.532113793;6598.3;107.59;49319.47886;0;78.03902439;4.714283974;High
2009;USA;United States;0.514913179;7226.2;109.89;47648.81325;0;78.3902439;4.712153853;High
2010;USA;United States;0.504083589;6978.1;110.27;48466.82338;0;78.54146341;4.840966283;High
2011;USA;United States;0.486774801;6803.5;109.06;48862.42494;0;78.64146341;5.05;High
2012;USA;United States;0.494170885;5911.9;107.97;49596.42192;0;78.74146341;4.502001669;High
2013;USA;United States;0.481689546;7300.9;113.51;50161.07582;0;78.74146341;4.413509358;High
2014;USA;United States;0.484522862;7638.1;117.03;51015.13548;0;78.84146341;4.403829034;High
2015;USA;United States;0.47471856;7430.5;116.61;52099.26976;0;78.6902439;4.403829034;High
2016;USA;United States;0.471296832;8144.6;122.32;52534.36528;0;78.53902439;4.403829034;High
2017;USA;United States;0.479054685;8280.8;116.9510481;53356.23624;0;78.53902439;4.403829034;High
2018;USA;United States;0.474938664;7824.256655;118.9718516;54579.01684;0;78.63687216;4.404002054;High
2019;USA;United States;0.472649244;8081.845332;120.6524956;53014.82964;0;78.56826254;4.403829034;High
1949;VEN;Venezuela, RB;0.343631984;1115.6;25;12457.20696;0;59.831;3.7;Low
1950;VEN;Venezuela, RB;0.343631984;1115.6;25;12457.20696;0;59.831;3.7;Low
1951;VEN;Venezuela, RB;0.343631984;1115.6;25;12457.20696;0;59.831;3.7;Low
1952;VEN;Venezuela, RB;0.343631984;1115.6;25;12457.20696;0;59.831;3.7;Low
1953;VEN;Venezuela, RB;0.343631984;1115.6;25;12457.20696;0;59.831;3.7;Low
1954;VEN;Venezuela, RB;0.343631984;1115.6;25;12457.20696;0;59.831;3.7;Low
1955;VEN;Venezuela, RB;0.343631984;1115.6;25;12457.20696;0;59.831;3.7;Low
1956;VEN;Venezuela, RB;0.343631984;1115.6;25;12457.20696;0;59.831;3.7;Low
1957;VEN;Venezuela, RB;0.343631984;1115.6;25;12457.20696;0;59.831;3.7;Low
1958;VEN;Venezuela, RB;0.343631984;1115.6;25;12457.20696;0;59.831;3.7;Low
1959;VEN;Venezuela, RB;0.343631984;1115.6;25;12457.20696;0;59.831;3.7;Low
1960;VEN;Venezuela, RB;0.343631984;1115.6;25;12457.20696;0;59.831;3.7;Low
1961;VEN;Venezuela, RB;0.343631984;1115.6;25;12401.8677;0;60.377;3.7;Low
1962;VEN;Venezuela, RB;0.331702387;1164;25.58;12992.82695;0;60.907;3.7;Low
1963;VEN;Venezuela, RB;0.320680111;1119.1;27.13;13037.59748;0;61.422;3.7;Low
1964;VEN;Venezuela, RB;0.310275399;1199.7;29.23;13999.21377;0;61.923;3.7;Low
1965;VEN;Venezuela, RB;0.30034219;1271.5;31.19;14095.75672;0;62.416;3.7;Low
1966;VEN;Venezuela, RB;0.290643378;1308.3;32.88;13837.06893;0;62.91;3.7;Low
1967;VEN;Venezuela, RB;0.282053274;1180.4;34.42;13766.11097;0;63.409;3.7;Low
1968;VEN;Venezuela, RB;0.27274534;1233.2;35.7;14303.225;870000.0048;63.916;3.7;High_Middle
1969;VEN;Venezuela, RB;0.264657011;1200.8;38.33;13953.15011;2150000.036;64.427;3.7;High_Middle
1970;VEN;Venezuela, RB;0.257186638;1305.1;40.11;14570.10087;2140000.054;64.935;3.7;High_Middle
1971;VEN;Venezuela, RB;0.250043738;1234.8;40.9;14345.62381;2389999.971;65.428;3.7;High_Middle
1972;VEN;Venezuela, RB;0.240045748;1264.3;41.27;14107.19035;3539999.891;65.896;4.1;High_Middle
1973;VEN;Venezuela, RB;0.232862186;1368.4;42.52;14678.23859;3789999.932;66.331;4.2;High_Middle
1974;VEN;Venezuela, RB;0.22673092;1451.6;44.26;14557.38568;3019999.99;66.729;3.5;High_Middle
1975;VEN;Venezuela, RB;0.220402443;1634.6;46.85;14555.90456;2549999.948;67.092;4.4;High_Middle
1976;VEN;Venezuela, RB;0.214556099;1549.3;45.67;15238.59299;1270000.018;67.42;3.9849424;High
1977;VEN;Venezuela, RB;0.212254337;1892.6;48.66;15739.38039;2089999.959;67.723;3.9;High
1978;VEN;Venezuela, RB;0.205712228;1868.7;50.94;15659.81257;3309999.913;68.009;3.9849424;High
